id,created_at,updated_at,slug,translation,sana_id,sana_name,is_iran
1414,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""كولرين""}",10663,كولرين,
1415,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""دربي""}",10664,دربي,
1416,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""شفيلد""}",10665,شفيلد,
1417,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""ليدز""}",10666,ليدز,
1418,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""واكفالد""}",10667,واكفالد,
1419,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""يورك""}",10668,يورك,
1420,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""كارماتن""}",10669,كارماتن,
1421,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""كارديف""}",10670,كارديف,
1422,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""نيوپورت""}",10671,نيوپورت,
1423,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""ناتينگهام""}",10672,ناتينگهام,
1424,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""نورويچ""}",10673,نورويچ,
1425,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""كاونتري""}",10674,كاونتري,
1426,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""بادمين""}",10675,بادمين,
1427,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""بيدفورد""}",10676,بيدفورد,
1428,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""باث""}",10677,باث,
1429,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""چستر""}",10678,چستر,
1430,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""استوك""}",10679,استوك,
1431,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""هونت""}",10680,هونت,
1432,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""هارگت""}",10681,هارگت,
1433,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""هاورفوردوست""}",10682,هاورفوردوست,
1434,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""لوتن""}",10683,لوتن,
1435,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""كولچستر""}",10684,كولچستر,
1436,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""لكستر""}",10685,لكستر,
1437,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""نورت همپتن""}",10686,نورت همپتن,
1438,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""ابردين""}",10687,ابردين,
1439,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""ايپسويچ""}",10688,ايپسويچ,
1440,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""بورنموث""}",10689,بورنموث,
1441,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""نيوكاسل""}",10690,نيوكاسل,
1442,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""اسكپگنس""}",10691,اسكپگنس,
1443,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""كرو""}",10692,كرو,
1444,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""گرينگ""}",10693,گرينگ,
1445,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""ساوتهمپتن""}",10694,ساوتهمپتن,
1446,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""لستر""}",10695,لستر,
1447,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""گلاستر""}",10696,گلاستر,
1448,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""برايتن""}",10697,برايتن,
1449,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""كينگستن هال""}",10698,كينگستن هال,
1450,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""ويلز""}",10699,ويلز,
1451,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""بلكپول""}",10700,بلكپول,
1452,2026-06-12 23:33:09.768789+00,2026-06-12 23:33:09.768789+00,,"{""fa"":""انگلند""}",10701,انگلند,
1453,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""دينبورگ""}",10702,دينبورگ,
1454,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""اينورنس""}",10703,اينورنس,
1455,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""دورنس""}",10704,دورنس,
1456,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""هاستينگز""}",10705,هاستينگز,
1457,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""پورتسمورث""}",10706,پورتسمورث,
1458,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""نيوپورث""}",10707,نيوپورث,
1459,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""تانتن""}",10708,تانتن,
1460,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""تويي""}",10709,تويي,
1461,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""سالزبري""}",10710,سالزبري,
1462,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""پليموت""}",10711,پليموت,
1463,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""ترورو""}",10712,ترورو,
1464,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""فليموت""}",10713,فليموت,
1465,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""پنزنس""}",10714,پنزنس,
1466,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""پمبروك""}",10715,پمبروك,
1467,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""سوانزي""}",10716,سوانزي,
1468,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""نيوبري""}",10717,نيوبري,
1469,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""ريدينگ""}",10718,ريدينگ,
1470,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""كمبريج""}",10719,كمبريج,
1471,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""استافورد""}",10720,استافورد,
1472,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""استاكپورت""}",10721,استاكپورت,
1473,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""هاليهد""}",10722,هاليهد,
1474,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""كونوي""}",10723,كونوي,
1475,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""گريتيارموت""}",10724,گريتيارموت,
1476,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""لاستف""}",10725,لاستف,
1477,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""چلمسفورد""}",10726,چلمسفورد,
1478,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""ساوتند""}",10727,ساوتند,
1479,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""دوور""}",10728,دوور,
1480,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""اسكاربوره""}",10729,اسكاربوره,
1481,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""بارو""}",10730,بارو,
1482,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""لنكستر""}",10731,لنكستر,
1483,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""ويتهاون""}",10732,ويتهاون,
1484,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""كارلايل""}",10733,كارلايل,
1485,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""ليگتسهد""}",10734,ليگتسهد,
1486,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""هارتلپول""}",10735,هارتلپول,
1487,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""ساندرلند""}",10736,ساندرلند,
1488,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""استاكتنانتيس""}",10737,استاكتنانتيس,
1489,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""دارلينتگن""}",10738,دارلينتگن,
1490,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""بلايت""}",10739,بلايت,
1491,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""آنيك""}",10740,آنيك,
1492,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""بريكاويونتوئيد""}",10741,بريكاويونتوئيد,
1493,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""كيلمارنك""}",10742,كيلمارنك,
1494,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""دمفريس""}",10743,دمفريس,
1495,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""ار""}",10744,ار,
1496,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""سترانرار""}",10745,سترانرار,
1497,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""مارسي""}",10746,مارسي,
1498,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""استراسبورگ""}",10747,استراسبورگ,
1499,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""تولوز""}",10748,تولوز,
1500,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""تولون""}",10749,تولون,
1501,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""رمس""}",10750,رمس,
1502,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""سنديزيه""}",10751,سنديزيه,
1503,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""شارتر""}",10752,شارتر,
1504,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""شامبري""}",10753,شامبري,
1505,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""گرنوبل""}",10754,گرنوبل,
1506,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""والانس""}",10755,والانس,
1507,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""پريواس""}",10756,پريواس,
1508,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""آوينيون""}",10757,آوينيون,
1509,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""گاپ""}",10758,گاپ,
1510,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""ديني""}",10759,ديني,
1511,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""رودز""}",10760,رودز,
1512,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""كهور""}",10761,كهور,
1513,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""آكتين""}",10762,آكتين,
1514,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""بوردو""}",10763,بوردو,
1515,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""پريگو""}",10764,پريگو,
1516,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""سرروژمن""}",10765,سرروژمن,
1517,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""لونويل""}",10766,لونويل,
1518,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""لانگو""}",10767,لانگو,
1519,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""تيون ويل""}",10768,تيون ويل,
1520,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""وردون""}",10769,وردون,
1521,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""سلان""}",10770,سلان,
1522,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""سدان""}",10771,سدان,
1523,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""لئون""}",10772,لئون,
1524,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""اپرنه""}",10773,اپرنه,
1525,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""لانگره""}",10774,لانگره,
1526,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""كامبره""}",10775,كامبره,
1527,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""بتون""}",10776,بتون,
1528,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""لانس""}",10777,لانس,
1529,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""دونكر""}",10778,دونكر,
1530,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""كاله""}",10779,كاله,
1531,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""بولوني""}",10780,بولوني,
1532,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""لتوكو""}",10781,لتوكو,
1533,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""سن كانتن""}",10782,سن كانتن,
1534,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""نانت""}",10783,نانت,
1535,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""سواسون""}",10784,سواسون,
1536,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""لنرپورت""}",10785,لنرپورت,
1537,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""دينپ""}",10786,دينپ,
1538,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""فكامپ""}",10787,فكامپ,
1539,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""ليزيو""}",10788,ليزيو,
1540,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""شربورگ""}",10789,شربورگ,
1541,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""گرانويل""}",10790,گرانويل,
1542,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""سن مالو""}",10791,سن مالو,
1543,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""دينار""}",10792,دينار,
1544,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""فورژ""}",10793,فورژ,
1545,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""ورساي""}",10794,ورساي,
1546,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""دينان""}",10795,دينان,
1547,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""لانيون""}",10796,لانيون,
1548,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""مورلا""}",10797,مورلا,
1549,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""سن بريه""}",10798,سن بريه,
1550,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""دوارننه""}",10799,دوارننه,
1551,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""كمپر""}",10800,كمپر,
1552,2026-06-12 23:33:09.773689+00,2026-06-12 23:33:09.773689+00,,"{""fa"":""لوريان""}",10801,لوريان,
1553,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""لابور""}",10802,لابور,
1554,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""لافلش""}",10803,لافلش,
1555,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""سومور""}",10804,سومور,
1556,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""ويشي""}",10805,ويشي,
1557,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""لاروش سوريون""}",10806,لاروش سوريون,
1558,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""اولون""}",10807,اولون,
1559,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""دره""}",10808,دره,
1560,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""ويرزون""}",10809,ويرزون,
1561,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""مونتارژي""}",10810,مونتارژي,
1562,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""فونتنبلو""}",10811,فونتنبلو,
1563,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""سانس""}",10812,سانس,
1564,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""آتون""}",10813,آتون,
1565,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""بون""}",10814,بون,
1566,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""دول""}",10815,دول,
1567,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""اكسانپروانس""}",10816,اكسانپروانس,
1568,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""شاموني""}",10817,شاموني,
1569,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""وين""}",10818,وين,
1570,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""مونتليمار""}",10819,مونتليمار,
1571,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""والر""}",10820,والر,
1572,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""اوبناس""}",10821,اوبناس,
1573,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""رونان""}",10822,رونان,
1574,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""مونلوسون""}",10823,مونلوسون,
1575,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""بريو""}",10824,بريو,
1576,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""نيور""}",10825,نيور,
1577,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""لاروشل""}",10826,لاروشل,
1578,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""روشفور""}",10827,روشفور,
1579,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""سنت""}",10828,سنت,
1580,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""روايان""}",10829,روايان,
1581,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""كنياك""}",10830,كنياك,
1582,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""آنگوليم""}",10831,آنگوليم,
1583,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""ليبورن""}",10832,ليبورن,
1584,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""برژراك""}",10833,برژراك,
1585,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""اركاشون""}",10834,اركاشون,
1586,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""مارماند""}",10835,مارماند,
1587,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""ويلينور""}",10836,ويلينور,
1588,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""مونپليه""}",10837,مونپليه,
1589,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""اژن""}",10838,اژن,
1590,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""موندمارسان""}",10839,موندمارسان,
1591,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""دكس""}",10840,دكس,
1592,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""بايون""}",10841,بايون,
1593,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""بياريتز""}",10842,بياريتز,
1594,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""پو""}",10843,پو,
1595,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""لورده""}",10844,لورده,
1596,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""تارب""}",10845,تارب,
1597,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""مانتوبان""}",10846,مانتوبان,
1598,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""كستره""}",10847,كستره,
1599,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""ميو""}",10848,ميو,
1600,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""كاركاسون""}",10849,كاركاسون,
1601,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""فوا""}",10850,فوا,
1602,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""ليويا""}",10851,ليويا,
1603,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""پرپينيان""}",10852,پرپينيان,
1604,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""ناربون""}",10853,ناربون,
1605,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""بزيه""}",10854,بزيه,
1606,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""ست""}",10855,ست,
1607,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""آرل""}",10856,آرل,
1608,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""آلس""}",10857,آلس,
1609,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""سين""}",10858,سين,
1610,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""ير""}",10859,ير,
1611,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""دارگويژنان""}",10860,دارگويژنان,
1612,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""كان""}",10861,كان,
1613,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""مونتون""}",10862,مونتون,
1614,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""بريانسون""}",10863,بريانسون,
1615,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""امين""}",10864,امين,
1616,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""نيس""}",10865,نيس,
1617,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""سوسي آن بري""}",10866,سوسي آن بري,
1618,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""آلبي""}",10867,آلبي,
1619,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""ايلدوفرانس""}",10868,ايلدوفرانس,
1620,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""سرژيپونتوآس""}",10869,سرژيپونتوآس,
1621,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""ملون""}",10870,ملون,
1622,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""نرمانديعليا""}",10871,نرمانديعليا,
1623,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""روآن""}",10872,روآن,
1624,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""لوهاور""}",10873,لوهاور,
1625,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""اوره""}",10874,اوره,
1626,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""آلزاس""}",10875,آلزاس,
1627,2026-06-12 23:33:09.779225+00,2026-06-12 23:33:09.779225+00,,"{""fa"":""كولما""}",10876,كولما,
